,"ENFERMEDAD","SINTOMAS"
467,"Hemorroides Dimórficas","He estado estreñido y es muy difícil ir al baño. Cuando voy, me duele y las heces han sido sanguinolentas. También he estado teniendo algo de dolor en los glúteos y me ha picado e irritado mucho el ano."
468,"Hemorroides Dimórficas","Desde que estoy estreñido, usar el baño ha sido todo un reto. Cuando voy, me duele y he tenido sangre en las heces. Me ha estado picando e irritando mucho el ano, y también he estado experimentando algo de molestia en los glúteos."
469,"Hemorroides Dimórficas","He estado estreñido y es muy difícil ir al baño. Cuando voy, me duele y las heces han sido sanguinolentas. También he estado teniendo algo de dolor en los glúteos y me ha picado e irritado mucho el ano."
470,"Hemorroides Dimórficas","Desde que estoy estreñido, usar el baño ha sido todo un reto. Cuando voy, me duele y he tenido sangre en las heces. Me ha estado picando e irritando mucho el ano, y también he estado experimentando algo de molestia en los glúteos."
471,"Hemorroides Dimórficas","He estado estreñido y es muy difícil ir al baño. Cuando voy, me duele y las heces han sido sanguinolentas. También he estado teniendo algo de dolor en los glúteos y me ha picado e irritado mucho el ano."
472,"Hemorroides Dimórficas","El estreñimiento me ha dificultado bastante usar el baño. Mis heces han sido sanguinolentas cuando voy, y me duele. Además, me ha estado picando e inflamando bastante el ano, y he estado experimentando algo de dolor en los glúteos."
473,"Hemorroides Dimórficas","Me resulta increíblemente difícil usar el baño y, cuando lo hago, me duele mucho. Mis heces han sido sanguinolentas y me han estado doliendo los glúteos. El ano también me ha estado picando bastante e irritado."
474,"Hemorroides Dimórficas","Estoy teniendo muchos problemas para ir al baño y es muy doloroso cuando lo hago. Mis heces han sido sanguinolentas y he tenido algo de dolor en los glúteos. También me ha picado e irritado mucho el ano."
475,"Hemorroides Dimórficas","He estado teniendo problemas para ir al baño. Me ha costado mucho ir y me duele al hacerlo. El ano me duele mucho y me ha estado sangrando al ir. Es muy doloroso y estoy muy incómodo."
476,"Hemorroides Dimórficas","Me ha estado resultando difícil usar el baño. Ir ha sido bastante complicado, y me duele al hacerlo. Cuando voy, el ano me sangra y es muy incómodo. Tengo muchas molestias y duele muchísimo."
477,"Hemorroides Dimórficas","He estado teniendo dificultades para usar el baño. Ha sido difícil ir, y me duele al hacerlo. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es terriblemente doloroso y estoy bastante inquieto."
478,"Hemorroides Dimórficas","Últimamente he estado experimentando estreñimiento y dolor al defecar. El ano me duele mucho y me ha estado sangrando al ir. Es muy doloroso y estoy muy incómodo."
479,"Hemorroides Dimórficas","Recientemente he estado sufriendo de estreñimiento y molestias digestivas. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es terriblemente doloroso y estoy bastante inquieto."
480,"Hemorroides Dimórficas","Últimamente me han estado molestando el estreñimiento y el dolor al defecar. Cuando voy, el ano me sangra y es muy incómodo. Tengo muchas molestias y duele muchísimo."
481,"Hemorroides Dimórficas","He estado teniendo muchos problemas con mis evacuaciones intestinales últimamente. Cuesta ir y duele al hacerlo. El ano me duele mucho y me ha estado sangrando al ir. Es muy doloroso y estoy muy incómodo."
482,"Hemorroides Dimórficas","Mis evacuaciones intestinales me han resultado muy difíciles recientemente. Ir es difícil y me duele al hacerlo. Cuando voy, el ano me sangra y es muy incómodo. Tengo muchas molestias y duele muchísimo."
483,"Hemorroides Dimórficas","He estado experimentando muchos problemas con las evacuaciones intestinales recientemente. Es difícil ir y duele al hacerlo. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es terriblemente doloroso y estoy bastante inquieto."
484,"Hemorroides Dimórficas","Estoy teniendo muchos problemas con mis evacuaciones intestinales últimamente. Cuesta ir y duele al hacerlo. El ano me duele mucho y me ha estado sangrando al ir. Es muy doloroso y estoy muy incómodo."
485,"Hemorroides Dimórficas","He estado experimentando muchos problemas con mis evacuaciones intestinales recientemente. Es difícil ir y duele al hacerlo. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es terriblemente doloroso y estoy bastante inquieto."
486,"Hemorroides Dimórficas","Mis evacuaciones intestinales me están dando muchos problemas ahora mismo. Ir es difícil, y me duele al hacerlo. Cuando voy, el ano me sangra y es muy incómodo. Tengo muchas molestias y duele muchísimo."
487,"Hemorroides Dimórficas","Últimamente he estado experimentando estreñimiento y dolor al defecar. El ano me duele mucho y me ha estado sangrando al ir. Es muy doloroso y estoy muy incómodo."
488,"Hemorroides Dimórficas","He estado teniendo estreñimiento y evacuaciones que duelen últimamente. Cuando voy, el ano me sangra y es muy incómodo. Tengo muchas molestias y duele muchísimo."
489,"Hemorroides Dimórficas","Recientemente he estado sufriendo de estreñimiento y molestias digestivas. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es terriblemente doloroso y estoy bastante inquieto."
490,"Hemorroides Dimórficas","He estado experimentando muchos problemas con las evacuaciones intestinales recientemente. Es difícil ir y duele al hacerlo. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es terriblemente doloroso y estoy bastante inquieto."
491,"Hemorroides Dimórficas","Estoy teniendo muchos problemas con mis evacuaciones intestinales últimamente. Cuesta ir y duele al hacerlo. El ano me duele mucho y me ha estado sangrando al ir. Es muy doloroso y estoy muy incómodo."
492,"Hemorroides Dimórficas","Mis evacuaciones intestinales me han resultado muy difíciles recientemente. Ir es difícil y me duele al hacerlo. Cuando voy, el ano me sangra y es muy incómodo. Tengo muchas molestias y duele muchísimo."
493,"Hemorroides Dimórficas","He estado experimentando muchos problemas con mis evacuaciones intestinales recientemente. Es difícil ir y duele al hacerlo. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es terriblemente doloroso y estoy bastante inquieto."
494,"Hemorroides Dimórficas","He estado experimentando muchos problemas con las evacuaciones intestinales recientemente. Es difícil ir y duele al hacerlo. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es muy doloroso y estoy muy incómodo."
495,"Hemorroides Dimórficas","He estado teniendo muchos problemas intestinales recientemente. Me cuesta ir, y me duele al hacerlo. El ano me duele bastante y me ha estado sangrando cada vez que voy. Es terriblemente doloroso y estoy bastante inquieto."
496,"Hemorroides Dimórficas","Últimamente me ha costado mucho ir al baño. Es muy doloroso y solo puedo ir cada pocos días. También hay mucho dolor en el ano y alrededor de esa zona. Las heces han sido muy sanguinolentas y siento el ano muy irritado."
497,"Hemorroides Dimórficas","Me ha resultado increíblemente difícil recientemente usar el baño. Solo puedo ir esporádicamente porque duele mucho. El ano y la región circundante también están muy doloridos. Siento el ano muy irritado y las heces han sido extremadamente sanguinolentas."
498,"Hemorroides Dimórficas","Estoy teniendo muchos problemas de estreñimiento y dolor al intentar ir al baño. Me duele mucho el ano y la zona de alrededor. Las heces han sido sanguinolentas y el ano está muy irritado."
499,"Hemorroides Dimórficas","El estreñimiento y las molestias al defecar han sido muy comunes para mí últimamente. Tanto la región que rodea el ano como yo mismo sufrimos mucho dolor. Me pica mucho el ano y las heces han sido sanguinolentas."
500,"Artritis","He estado sintiendo los músculos muy débiles y el cuello extremadamente tenso. He estado experimentando mucha rigidez al caminar y las articulaciones se me han hinchado. Caminar también ha sido muy incómodo."
501,"Artritis","Me he estado sintiendo muy débil de los músculos y el cuello lo he tenido muy rígido. Las articulaciones se me han estado hinchando y he tenido mucha rigidez al moverme. También ha sido muy doloroso caminar."
502,"Artritis","He tenido los músculos bastante débiles y el cuello muy rígido. Las articulaciones se me han hinchado y he estado experimentando mucha rigidez al moverme. Caminar también ha sido terriblemente incómodo."
503,"Artritis","Me he estado sintiendo muy débil de los músculos y el cuello lo he tenido muy rígido. Las articulaciones se me han estado hinchando y me ha costado moverme. Caminar ha sido muy doloroso."
504,"Artritis","He tenido los músculos muy débiles y el cuello extremadamente rígido. Las articulaciones se me han hinchado, dificultándome moverme. Caminar ha sido terriblemente incómodo."
505,"Artritis","He estado experimentando una debilidad muscular severa y el cuello lo he tenido muy rígido. Me ha costado moverme porque las articulaciones se me han hinchado. Ha sido muy incómodo caminar."
506,"Artritis","He estado sintiendo los músculos muy débiles y el cuello extremadamente tenso. Las articulaciones se me han hinchado, dificultándome el movimiento. Me ha dolido mucho caminar."
507,"Artritis","He tenido el cuello muy tenso y he estado sintiendo que los músculos están increíblemente débiles. Me cuesta moverme porque las articulaciones se me han agrandado. Caminar ha sido bastante doloroso."
508,"Artritis","He tenido el cuello muy rígido y una debilidad muscular terrible. Debido a la hinchazón de las articulaciones, me ha costado moverme. Caminar ha sido bastante desagradable."
509,"Artritis","Últimamente me he estado sintiendo muy débil de los músculos y el cuello lo he tenido muy rígido. Las articulaciones se me han estado hinchando y me cuesta moverme sin sentir rigidez. Caminar también ha sido muy doloroso."
510,"Artritis","Recientemente, he sentido los músculos bastante débiles y el cuello lo he tenido muy tenso. Tengo las articulaciones hinchadas y me cuesta moverme sin quedarme rígido. También ha sido muy incómodo caminar."
511,"Artritis","He estado experimentando debilidad muscular y rigidez en el cuello recientemente. Las articulaciones se me han hinchado, dificultándome caminar sin quedarme rígido. Caminar también ha sido terriblemente incómodo."
512,"Artritis","Recientemente, he estado sufriendo debilidad y rigidez en los músculos del cuello. Las articulaciones se me han agrandado y me cuesta caminar sin sentirme rígido. Caminar también ha sido terriblemente incómodo."
